restaurant_name,restaurant_id,review_rating,review_text
Lao Thai Restaurant,4Uy9WOjS_AIMKn0zhDgnDA,5,"Some of the best panang curry I've had. The staff were so friendly, the food came out so quick and the food was delicious! 

My boyfriend got the drunken..."
Lao Thai Restaurant,4Uy9WOjS_AIMKn0zhDgnDA,4,"Was in Carp today and stopped by here for lunch.
Lunch specials were abundant and priced around  $14. Service was very nice and attentive. I opted for..."
Rodeo Room,69lct-m2tu7OLD_74OAg5w,5,Just had a fabulous evening here with my mom and my aunt! My aunt lives right up the hill and recommended we go here for a drink and a bite while my mom is...
Rodeo Room,69lct-m2tu7OLD_74OAg5w,5,"Favorite bar in Santa Barbara! It feels like a speakeasy. Food, drinks, service and decor are all 10/10. If you want a dim light setting dinner and drinks..."
Rodeo Room,69lct-m2tu7OLD_74OAg5w,5,"Found the BEST little Happy Hour in Santa Barbara. Both food and drinks are delicious, and service is top notch. 

At the bar, both Shannon and Joe are..."
Teddy's By The Sea,FpNhzu3w0XgyedhOLDuK8g,5,"Stopped by for lunch on the way home from Pismo Beach. We were seated outside, as we had our dogs with us; we noticed most of the  patrons dined outside,..."
Teddy's By The Sea,FpNhzu3w0XgyedhOLDuK8g,5,"I've been coming to Teddy's by the sea for 3 years now. They do an amazing job with great food, service, and atmosphere. Their servers and hosts are always..."
Teddy's By The Sea,FpNhzu3w0XgyedhOLDuK8g,5,"Was driving to Solvang with my family and we decided to find a random restaurant to eat lunch at along the way. We found Teddy's By the Sea.

The patio..."
L’antica Pizzeria Da Michele - Santa Barbara,XOQYknfxs60yh_FCOlvrFg,5,Awesome to have another branch of our favorite Neapolitan pizza stateside.  My family and I sat in the inviting patio (smaller than the courtyard in...
L’antica Pizzeria Da Michele - Santa Barbara,XOQYknfxs60yh_FCOlvrFg,5,"Went here this past weekend to celebrate an anniversary. We got seated right away with choice of table. Lots of seating on the inside, there were a few..."
L’antica Pizzeria Da Michele - Santa Barbara,XOQYknfxs60yh_FCOlvrFg,5,First time here and it was such a great experience. My husband and I were visiting from LA (yes I know we have a location in Hollywood but it's too far of a...
Saint Remy,kRThfKejwhqhrL-tMp0QGw,5,"We decided to try something new and Saint Remy did not disappoint! The food was yummy and Treyhus was a wonderful server. He was friendly, good..."
Saint Remy,kRThfKejwhqhrL-tMp0QGw,4,"This place made me feel like I was in Palm Springs, with the view of the hotel rooms and pool right outside. The food was pretty good, especially the..."
Saint Remy,kRThfKejwhqhrL-tMp0QGw,5,Food is amazing. Hidden gem. Service is top-notch. Chef comes out to check on people. Ambiance is relaxing...sip your mimosas by the pool .... Food is...
Aperitivo,Hl_vXTiYLozWo7T9Cq17vw,5,"Completely blown away. Total must-go. We had the following, all excellent:
-burrata w/ figs;
-panzanella;
-tuna crudo;
-cacio e pepe; 
-spinach creste w/..."
Aperitivo,Hl_vXTiYLozWo7T9Cq17vw,4,"Stopped by at 5pm on a Wednesday evening, and was seated outside.

They have daily rotating menus, including 2 ""garden"" items, 1 crudo, 2 bruschettas, 2..."
Aperitivo,Hl_vXTiYLozWo7T9Cq17vw,5,"Incredible new restaurant in Santa Barbara.  The owner and staff were so friendly.  

We had the eggplant and Burrata appetizer which were both delicious...."
Empty Bowl Gourmet Noodle Bar,bPVPZeqMuYtU_yGCb4P-jg,5,"Located inside Santa Barbara Market.

Tasty Thai food.

We had the Hangover Noodles. Nice delicious chewy wide Noodles. The Tofu was flavorful.

Service was..."
Empty Bowl Gourmet Noodle Bar,bPVPZeqMuYtU_yGCb4P-jg,4,"Let me tell you, this was one of the creamiest chicken pad thai I've ever had. I feel people who do chicken pad Thai correctly capture the flavors of the..."
Empty Bowl Gourmet Noodle Bar,bPVPZeqMuYtU_yGCb4P-jg,4,"Empty Bowl Gourmet Noodle Bar is one of counters in Santa Barbara Public Market. The noodle bar specializes in Thai noodles.

[Parking]: I was able to find..."
Zaytoon,uZYBF0YTU_iKq4_L_PDtMQ,5,"Absolutely loved Zaytoon!! The drinks, the food, the vibe was all a 10/10! 

I came here on my bachelorette trip and it was the perfect way to start the..."
Zaytoon,uZYBF0YTU_iKq4_L_PDtMQ,4,"Zaytoon was highly recommended by my SIL while visiting Santa Barbara.  

Over the past long weekend, my party and I were able to do a walk-in right when..."
Zaytoon,uZYBF0YTU_iKq4_L_PDtMQ,5,"This place is awesome! Great energy, awesome staff and service, tasty food and drinks! Def get the pistachio spread and the Mashawi Combo, but can't miss..."
The Honor Bar,r2IhvKZQ_wLR5mLBnPOilg,5,"I stopped by the honor bar after work for a quick bite, and had a great time. My server Paige arrived right away and warmly welcomed me, and since I'd..."
The Honor Bar,r2IhvKZQ_wLR5mLBnPOilg,5,Adriana - just made my world a whole lot easier. Thank you for having an Honor Bar Ambassador who - CLEARLY - enjoys providing great customer service....
The Honor Bar,r2IhvKZQ_wLR5mLBnPOilg,4,Honor Bar is a great spot in Montecito! We came in for lunch we ate the bar. I wouldn't recommend sitting there. We were hangry so we didn't want to wait...
Convivo Restaurant and Bar,Qkg16mN-8QR66gjzg6gMyw,5,Staying at the Santa Barbara Inn. So starting our morning with breakfast on the patio seemed a natural. They have a lovely patio facing the ocean side of...
Convivo Restaurant and Bar,Qkg16mN-8QR66gjzg6gMyw,4,"My family and I had dinner at Convivo and the service was a bit slow for a Friday night, but friendly. We shared some mains and apps as we wanted to try a..."
Convivo Restaurant and Bar,Qkg16mN-8QR66gjzg6gMyw,4,"The food was exceptional. Especially the Charcoal Avocado, Za'atar Flatbread and Spit-roasted chicken. 
The whole chicken fed 4 adults and we still had 3..."
Rare Society,eaJGAny7zwE77Me01ZN7kw,5,We thoroughly enjoyed every part of our visit here! Would probably give a 4.5* if I could but bumped up to a 5* cause I really don't have anything bad to...
Rare Society,eaJGAny7zwE77Me01ZN7kw,5,"We had a 21st birthday celebration here, a decision based on our previous great experience.  Our server was Tony M, and his table assistant was Julio.  This..."
Rare Society,eaJGAny7zwE77Me01ZN7kw,5,"Tried them out the last visit to Santa Barbara and we're pleasantly surprised.

Made it there in time for happy hour. Most of the menu isn't available..."
Oceanside Omakase,EmEn53mVoBfHjnPpY-YMHA,5,WOW.. What a treat. Julian was amazing. The sushi was 5 stars and the service was equally as amazing. Fish and selection was spectacular. Thank you Julian...
Oceanside Omakase,EmEn53mVoBfHjnPpY-YMHA,5,"Julian does an amazing job. He's very professional, the presentation is incredible, and the sushi and sashimi is literally the freshest and tastiest I have..."
Oceanside Omakase,EmEn53mVoBfHjnPpY-YMHA,5,"Julian is a one of a kind sushi chef! If you ever want a personal Omakase in the comfort of your own home, this is the guy! We've had him at our house 3..."
Caruso's,lNkxXDcNoHBpWDNPoZesYw,5,"The cocktails were amazing. The food, even dishes I would not have otherwise eaten, were fantastic. Everything was good. The staff was attentive,..."
Caruso's,lNkxXDcNoHBpWDNPoZesYw,5,Was staying at the Rosewood Miramar for a work trip and popped in for dinner one night with some coworker. There were 5 of us total and service was...
Caruso's,lNkxXDcNoHBpWDNPoZesYw,5,"Updating my review as we went once again earlier this weekend. What an amazing experience, truly exceptional food, service and ambiance.

Last year I wrote..."
Bluewater Grill - Santa Barbara,zbrIMldF_O1ZQ0vpUaaa8A,4,Tried this place out for the first time and I must say this place was ok . The vibes are great perfect place to take someone on a date especially since the...
Bluewater Grill - Santa Barbara,zbrIMldF_O1ZQ0vpUaaa8A,4,We were seated at the side patio. It was a little loud but it was nice to have the fence covering the street and the hanging lights were a nice touch. Our...
Bluewater Grill - Santa Barbara,zbrIMldF_O1ZQ0vpUaaa8A,3,"The crab cakes are too doughy. Way too much filler. The oysters my friends had were fresh and they seemed to enjoy them. Fries were marginal, clam chowder..."
Costa Kitchen & Bar,eUIsUpG6KAonYxGoExzy2Q,5,"The service was lovely, the ambiance was nice and relaxing! It wasn't busy but I'm not sure why, the food was amazing! 

The drinks were really good as..."
Costa Kitchen & Bar,eUIsUpG6KAonYxGoExzy2Q,1,"I came in expecting a wonderful meal,  and I haven't finished yet but I'm totally disappointed.  Some reviews raved about the pizzas and the sausage in..."
Costa Kitchen & Bar,eUIsUpG6KAonYxGoExzy2Q,5,"Thank you Executive Chef, Sean Conway ! We had an amazing time and the food was delicious! Everyone was friendly and helpful. Will be returning soon to try..."
Broad Street Oyster Company,JiBxL733qjm8WAddu-RzDQ,5,"Hands down the best Lobster Roll on the West Coast. Any time I'm near a Broad Street location I HAVE to stop in. 

Will not disappoint !!"
Broad Street Oyster Company,JiBxL733qjm8WAddu-RzDQ,5,"Stopped by for dinner while visiting Santa Barbara for my girlfriend's birthday, it did not disappoint! Ordered the oysters, shrimp cocktail and fish &..."
Broad Street Oyster Company,JiBxL733qjm8WAddu-RzDQ,4,"1st time here.   Lobster roll was soooo good.  We ate one at the restaurant and ordered two to go  eat at our hotel.  

Oysters were sooooo good.  

Baldo..."
We Want The Funk,H9SCwweuqaJEhBsBzWs5Tg,5,"Nothing but good things to say about this place.
The owner is awesome and so personable. The food is tasty and the vibe is very laid-back and cozy.
We were..."
We Want The Funk,H9SCwweuqaJEhBsBzWs5Tg,5,"We want the Funk! Gotta have that Funk! Ok, it's what comes to mind whenever I Im here lol. 

This place is a casual, fun environment where you can stop by,..."
We Want The Funk,H9SCwweuqaJEhBsBzWs5Tg,5,"This place is soooo freakin cute! Love the ambiance, decor, food, drinks and service.  Thank you, fellow Yelpers for steering us this way.

We ordered the..."
Santa Barbara Pizza House,4b9l2c-oe9s_VkNraDC7xg,5,"Amazing!! Erin was the only one here today and made us feel like a million bucks! The Cota Street chicken pizza is so tasty, will be coming back! No liquor..."
Santa Barbara Pizza House,4b9l2c-oe9s_VkNraDC7xg,5,"WOW! Nuff said! 
My husband said ""this is the best pizza I have EVER had"". 
Great quality! Great taste! Great customer service"
Santa Barbara Pizza House,4b9l2c-oe9s_VkNraDC7xg,5,"The remodel is beautiful and the pizza is delish! What more can you ask for? 

Erin, The owner, is so hospitable, friendly and warm!

We look forward to..."
Stonehouse Restaurant,aFhPwy7OhyKah4cJY2QdEQ,5,Where to start with this world-class resort and restaurant.  I'd wanted to come here forever - seriously - and finally made the reservation when we were...
Stonehouse Restaurant,aFhPwy7OhyKah4cJY2QdEQ,5,Always loved coming here for the Steak Diane however my last visit couple weeks ago the steak Diane was not right.  It came out as a VERY thick cut this...
Stonehouse Restaurant,aFhPwy7OhyKah4cJY2QdEQ,5,"I have been to the Stonehouse restaurant around 20 times and every time I go I am more impressed by the consistency, beautiful garden scenery, and..."
Mezza Thyme,hfN0fllM3m2jykAgToRTlQ,5,"Excellent food, beautiful environment, great service. As Zaytoon's less
crowded baby sister, you get similar killer food without the huge crowd or need..."
Mezza Thyme,hfN0fllM3m2jykAgToRTlQ,2,"I don't know what all the raving reviews are about.

Somethings to be aware of:
* Yes, there are screens on every table. Yes, they are annoying. Yes, you..."
Mezza Thyme,hfN0fllM3m2jykAgToRTlQ,2,"This is an ""anti-restaurant"". The food is good but it is not a restaurant in that there is no staff, no waiters.  They expect you to interact with a..."
Barbareño,6HTGlttrzCMsuGBHO1ZGiw,5,"We went for our Anniversary and it was delightful!! 
We had the dumplings so much flavor, theTriTip   And my wife had the pork chop !!! Melt in your mouth..."
Barbareño,6HTGlttrzCMsuGBHO1ZGiw,5,"Everything here tastes better than it looks.. and their presentation is amazing. 

We got reservations on Open Table for 2 and had listed that we're..."
Barbareño,6HTGlttrzCMsuGBHO1ZGiw,3,Our group was so excited to try this place out. The food was okay. Frankly nothing to rave about with the exception of the tri-tip--it was absolutely...
Bettina,VOcGcN0bvGU_nzxbJgR5jQ,5,"I've known about this place for years and have wondered about the hype. Had an SB trip planned so made lunch reservations to finally try it.
The restaurant..."
Bettina,VOcGcN0bvGU_nzxbJgR5jQ,4,"The parking can be tricky. It's located in the Pavillion's shopping center in Montecito. 
Reservations are necessary. We had a nice table outside but it was..."
Bettina,VOcGcN0bvGU_nzxbJgR5jQ,5,Came in here last night for dinner with a collaboration with a Thai restaurant. Scoured all over the Internet for a reservation because it was booked hours...
Live Oak Cafe,45D7B9CqiUTTPUFcqmLx5Q,5,Excellent food excellent service! Had breakfast and dinner a half dozen times the last few months
Live Oak Cafe,45D7B9CqiUTTPUFcqmLx5Q,5,I came here for breakfast while staying at the Best Western hotel where it's located. My personal bias is for lowered expectations at restaurants at hotels...
Live Oak Cafe,45D7B9CqiUTTPUFcqmLx5Q,4,"LOVED this spot, been here twice now. Once for breakfast and for an early dinner. Staff is attentive but not over bearing. Perfect balance. 
The birds..."
Corazon Comedor,NYiFjB4ci-k4uDJKFpaIvg,5,Came here for breakfast a couple of days ago with my husband because we love Mexican breakfast foods.  Gotta say everything was perfect and the best version...
Corazon Comedor,NYiFjB4ci-k4uDJKFpaIvg,4,"Went here for an early dinner on Saturday! We made a reservation for 4:30pm which is when the restaurant opens .. by the time we got ""any attention from..."
Corazon Comedor,NYiFjB4ci-k4uDJKFpaIvg,5,"This modern Mexican restaurant features ""Home Inspired Mexican Cuisine,"" and when you walk in to their comfy dining spaces you are greeted by their friendly..."
Saigon Vietnamese Restaurant,-WFtQ_SbGUUGKgcwt4fcIA,5,"I love Saigon and Sachi.
Great food 
and great service!
My wife has combination Pho and I have Ramen all very good."
Saigon Vietnamese Restaurant,-WFtQ_SbGUUGKgcwt4fcIA,4,"I was craving pho, and we found Saigon while in town for the weekend. Interestingly, this Vietnamese restaurant is merged with Sachi, a Japanese ramen spot,..."
Saigon Vietnamese Restaurant,-WFtQ_SbGUUGKgcwt4fcIA,5,"One of my favorite places for pho in the downtown Santa Barbara area. My go to is the Pho Special which is full of both types of brisket, meat balls, tendon..."
Maíz Picante,sVyIHqkORX3hy590zSfReA,4,Small place awesome food....great service. Highly recommend   Will go back when in town
Maíz Picante,sVyIHqkORX3hy590zSfReA,5,"Some very unique vegan options, and excellent quality. I do hope they'll add black beans, rice, and vegan cheese to their menu. 

Was very pleased to only..."
Maíz Picante,sVyIHqkORX3hy590zSfReA,5,I can rant about this place but I will keep it simple. As a proud Mexican woman I know what good quality Mexican food is suppose to taste like. Tacos are...
Oliver's,iHdrLu8deF5GceB0V1rPhA,3,"Their Kung Pao Cauliflower was delicious, and so was the Montecito Mint cocktail. I did not have luck with the Brussel Sprouts. They tasted like a salt..."
Oliver's,iHdrLu8deF5GceB0V1rPhA,5,"Get the Oliver's Burger w/ the Truffle Fingerling Potatoes. Sit outside or inside, it's your choice and it's nice both ways. The outside is lit with cute..."
Oliver's,iHdrLu8deF5GceB0V1rPhA,5,"This has become our special occasion restaurant. The food gets better and better.

The service is wonderful especially the last time we went.

My drink was..."
Via Maestra 42,54oLdsGU9B8HxFTqCCqV-A,5,This place is the most authentic Italian bistro I have found here in Santa Barbara. A small space with a cosy atmosphere that transported me back to my...
